task_id,file_id,sentence,tokens_id,publisher,source,1. What is your perceived reliability of this source of information?,1. Optional Comments:,1. worker_id,2. What is your perceived reliability of this source of information?,2. Optional Comments:,2. worker_id,3. What is your perceived reliability of this source of information?,3. Optional Comments:,3. worker_id,4. What is your perceived reliability of this source of information?,4. Optional Comments:,4. worker_id,5. What is your perceived reliability of this source of information?,5. Optional Comments:,5. worker_id,6. What is your perceived reliability of this source of information?,6. Optional Comments:,6. worker_id,7. What is your perceived reliability of this source of information?,7. Optional Comments:,7. worker_id
862cdad0-3fd7-47a6-be41-320b4397c55f,The-People's-Chemist_20170219T051704.conll.annot,106,1 2 3 4 5,The People's Chemist,"Dr. Suzanne Humphries , MD",3 - The source is potentially reliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,4 - The source is somewhat reliable,"",36DRXJNMPXGF,4 - The source is somewhat reliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",PKAFWTW2AW2G,5 - The source is fully reliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG
8a278208-1e7c-4d34-b9c4-d45185890262,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,318,7 8,Stop Mandatory Vaccination,the coroner,1 - The source is totally unreliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG,3 - The source is potentially reliable,"",GK9EVHKJQMGD,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",CP3ZZJMQTTK6
8709b7b8-203c-4bdf-9c06-dbbc9818d98d,KXAN-com_20171002T213140.conll.annot,23,23,KXAN.com,Mize,3 - The source is potentially reliable,"",YEKG797EK2HT,1 - The source is totally unreliable,"",36DRXJNMPXGF,2 - The source is somewhat unreliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",CP3ZZJMQTTK6,3 - The source is potentially reliable,"",ZRN7M74DZ3QK
7fe6ab6d-0b86-4633-800e-89c671f8cf24,latimes-com_20170628T014330.conll.annot,5,21,latimes.com,parents,1 - The source is totally unreliable,"",72TDDMF6WWVT,1 - The source is totally unreliable,"",YEKG797EK2HT,1 - The source is totally unreliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",GK9EVHKJQMGD,1 - The source is totally unreliable,"",36DRXJNMPXGF,4 - The source is somewhat reliable,"",CP3ZZJMQTTK6,5 - The source is fully reliable,"",4QHKZTW26XFW
83cd09e7-68e9-4ad3-9b8e-0a2443a32e9e,nature-com_20170423T083747.conll.annot,87,1 2,www.nature.com,Some researchers,3 - The source is potentially reliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",YEKG797EK2HT,2 - The source is somewhat unreliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",4ACJA6QTDYMG,3 - The source is potentially reliable,"",GK9EVHKJQMGD,3 - The source is potentially reliable,"",J7JETG7VHPMK
873cf2f9-97d9-4a25-b2a3-f30606714c2c,Scientific-American_20170506T132335.conll.annot,69,6 7 8 9,Scientific American,their infant ’s doctor,3 - The source is potentially reliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,2 - The source is somewhat unreliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",36DRXJNMPXGF,4 - The source is somewhat reliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH
79cebb69-fd92-4b03-9377-199fcd842bf8,oredigger-net_20160729T150530.conll.annot,4,3 4 5 6 7 8 9 10,oredigger.net,the Centers for Disease Control ( CDC ),3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",36DRXJNMPXGF,5 - The source is fully reliable,"",J7JETG7VHPMK,5 - The source is fully reliable,"",GK9EVHKJQMGD,4 - The source is somewhat reliable,"",CP3ZZJMQTTK6
819358cf-369a-4c39-81d3-602e4d5141c4,historyofvaccines-org_20161124T080529.conll.annot,29,17 18 19 20 21 22 23 24,www.historyofvaccines.org,the Pan American Health Organization ( PAHO ),3 - The source is potentially reliable,"",72TDDMF6WWVT,2 - The source is somewhat unreliable,"",NACGRXX7EPCV,5 - The source is fully reliable,"",GK9EVHKJQMGD,5 - The source is fully reliable,"",36DRXJNMPXGF,5 - The source is fully reliable,"",CP3ZZJMQTTK6,5 - The source is fully reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",J7JETG7VHPMK
7abec05c-0a4d-4402-b7bc-706d23ab2b99,The-Independent_20170606T163405.conll.annot,30,1,The Independent,Reports,2 - The source is somewhat unreliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",YEKG797EK2HT,2 - The source is somewhat unreliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",GK9EVHKJQMGD,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG,1 - The source is totally unreliable,"",CP3ZZJMQTTK6
7e12b32a-1e7a-4aaa-9860-04f13c79aa86,Child-Health-Safety_20170626T115833.conll.annot,274,10 11 12,________________Child Health Safety_________________,James D Cole,3 - The source is potentially reliable,"",72TDDMF6WWVT,3 - The source is potentially reliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,I don't know.,"",CP3ZZJMQTTK6,3 - The source is potentially reliable,"",PV2TRCEDKXMK,3 - The source is potentially reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",DXWH4J7X6RGH
7c2bb546-15f1-41fc-b321-f31505b36e83,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,32,3 4 5 6,International Medical Council on Vaccination,Hedrich ( 1933 ),3 - The source is potentially reliable,"",72TDDMF6WWVT,3 - The source is potentially reliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",GK9EVHKJQMGD,2 - The source is somewhat unreliable,"",36DRXJNMPXGF,4 - The source is somewhat reliable,"",J7JETG7VHPMK,5 - The source is fully reliable,"",CP3ZZJMQTTK6
7c8d26cf-ee96-4b70-88c1-3bc744c1fe4e,Variety_20170614T212541.conll.annot,137,16,Variety,People,3 - The source is potentially reliable,"",72TDDMF6WWVT,1 - The source is totally unreliable,"",YEKG797EK2HT,2 - The source is somewhat unreliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",GK9EVHKJQMGD,1 - The source is totally unreliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",PV2TRCEDKXMK,3 - The source is potentially reliable,"",J7JETG7VHPMK
7b311b85-4959-4d25-b001-83c50d80af51,thinktwice-com_20170627T225319.conll.annot,45,1,www.thinktwice.com,Wakefield,2 - The source is somewhat unreliable,"",72TDDMF6WWVT,3 - The source is potentially reliable,"",YEKG797EK2HT,2 - The source is somewhat unreliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",GK9EVHKJQMGD,2 - The source is somewhat unreliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",CP3ZZJMQTTK6,3 - The source is potentially reliable,"",J7JETG7VHPMK
7fbe9bc6-3047-42bc-bc6c-9f6d3fc795cd,State-of-Health_20160131T151029.conll.annot,7,29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45,State of Health,"Maimuna Majumder , health fellow in the Health Map Computational Epidemiology Group at Boston Children ’s Hospital",3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,5 - The source is fully reliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",CP3ZZJMQTTK6
7e1a25ae-6db4-403c-a0a2-ad6f82b69c66,NaturalNews_20170628T201245.conll.annot,18,5 6,NaturalNews,the report,1 - The source is totally unreliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",YEKG797EK2HT,2 - The source is somewhat unreliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",GK9EVHKJQMGD,3 - The source is potentially reliable,"",PKAFWTW2AW2G,2 - The source is somewhat unreliable,"",36DRXJNMPXGF,4 - The source is somewhat reliable,"",CP3ZZJMQTTK6
7da62eea-172d-496a-9ea0-82f28de67d5d,Natural-Health-365_20170311T150826.conll.annot,16,27 28 29 30 31 32,Natural Health 365,"Christine M. Dionese L.Ac , MSTOM",2 - The source is somewhat unreliable,"",72TDDMF6WWVT,2 - The source is somewhat unreliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",GK9EVHKJQMGD,4 - The source is somewhat reliable,"",CP3ZZJMQTTK6,5 - The source is fully reliable,"",J7JETG7VHPMK
7ed8ded4-2113-4948-96cc-9ba1dbdd7759,Variety_20170614T212541.conll.annot,111,1 2,Variety,Some parents,1 - The source is totally unreliable,"",72TDDMF6WWVT,1 - The source is totally unreliable,"",YEKG797EK2HT,1 - The source is totally unreliable,"",CP3ZZJMQTTK6,1 - The source is totally unreliable,"",4ACJA6QTDYMG,4 - The source is somewhat reliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",GK9EVHKJQMGD,2 - The source is somewhat unreliable,"",J7JETG7VHPMK
7aac7423-ae8d-477d-98eb-bf04430f4867,the-Guardian_20160416T111806.conll.annot,6,20,the Guardian,Gottesburen,3 - The source is potentially reliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",36DRXJNMPXGF,4 - The source is somewhat reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",MN73CV29YNDD,1 - The source is totally unreliable,"",CP3ZZJMQTTK6,3 - The source is potentially reliable,"",GK9EVHKJQMGD
79bb8735-b9b2-435a-869e-8a3fb1f36886,phac-aspc-gc-ca_20160823T123914.conll.annot,158,1 2 3,www.phac-aspc.gc.ca,A Canadian study,3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",GK9EVHKJQMGD,3 - The source is potentially reliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",PV2TRCEDKXMK,5 - The source is fully reliable,"",CP3ZZJMQTTK6
69b7b616-0767-44c9-b43d-629665157063,BBC-News_20161119T015125.conll.annot,11,1 2 3 4,BBC News,Mr du Marchie Sarvaas,1 - The source is totally unreliable,"",HAYXQNYJXRGJ,4 - The source is somewhat reliable,"",72TDDMF6WWVT,I don't know.,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",GK9EVHKJQMGD,3 - The source is potentially reliable,"",4ACJA6QTDYMG,3 - The source is potentially reliable,"",PV2TRCEDKXMK
7c6c1248-85a9-4d19-8b86-dec5ae9abd2d,the-Guardian_20170928T060038.conll.annot,1,1 2,the Guardian,Donald Trump,1 - The source is totally unreliable,"",72TDDMF6WWVT,2 - The source is somewhat unreliable,"",YEKG797EK2HT,1 - The source is totally unreliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",GK9EVHKJQMGD,5 - The source is fully reliable,"",36DRXJNMPXGF,1 - The source is totally unreliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",J7JETG7VHPMK
738cebaa-ccc8-4d40-9153-b9c4e5fd7e6e,cid-oxfordjournals-org_20161019T051428.conll.annot,168,27 28,cid.oxfordjournals.org,the regulations,3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,4 - The source is somewhat reliable,"",36DRXJNMPXGF,5 - The source is fully reliable,"",CP3ZZJMQTTK6,3 - The source is potentially reliable,"",4ACJA6QTDYMG
79c3ab5a-7c90-41b8-a078-d61c428d28e5,nytimes-com_20161229T124138.conll.annot,645,10 11,www.nytimes.com,the CDC,4 - The source is somewhat reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,5 - The source is fully reliable,"",NACGRXX7EPCV,5 - The source is fully reliable,"",GK9EVHKJQMGD,5 - The source is fully reliable,"",36DRXJNMPXGF,5 - The source is fully reliable,"",PV2TRCEDKXMK,5 - The source is fully reliable,"",ZRN7M74DZ3QK
766cd621-96f1-490d-ae92-bc9ae3ee5c74,NaturalNews_20170628T201245.conll.annot,22,1 2 3 4 5 6 7 8 9 10,NaturalNews,The Office of Medical and Scientific Justice ( OMSJ ),4 - The source is somewhat reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,5 - The source is fully reliable,"",36DRXJNMPXGF,5 - The source is fully reliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",J7JETG7VHPMK
6c7bdb68-8c05-498b-a476-5f32c54b0056,vaccine-injury-info_20170922T015859.conll.annot,35,18,vaccine-injury.info,doctors,3 - The source is potentially reliable,"",YEKG797EK2HT,1 - The source is totally unreliable,"",72TDDMF6WWVT,3 - The source is potentially reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,4 - The source is somewhat reliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",CP3ZZJMQTTK6
7795d59a-a948-4a8f-87d8-6faf58d840b2,phac-aspc-gc-ca_20160823T123914.conll.annot,244,3 4,www.phac-aspc.gc.ca,Recent studies,2 - The source is somewhat unreliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",36DRXJNMPXGF,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,4 - The source is somewhat reliable,"",PKAFWTW2AW2G
780b0663-8cb2-43a3-a953-97fd61fc0858,sharylattkisson-com_20171001T192931.conll.annot,32,7 8 9 10 11 12 13 14 15 16 17 18,sharylattkisson.com,a serology study by the College of Pharmacy at University of Michigan,3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,4 - The source is somewhat reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",36DRXJNMPXGF,4 - The source is somewhat reliable,"",J7JETG7VHPMK
7935d33a-5b65-40a1-9711-90d51afa29d3,healthtalk-org_20161031T152854.conll.annot,35,9 10 11 12 13,www.healthtalk.org,a little bit of me,1 - The source is totally unreliable,"",72TDDMF6WWVT,1 - The source is totally unreliable,"",YEKG797EK2HT,1 - The source is totally unreliable,"",36DRXJNMPXGF,1 - The source is totally unreliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",GK9EVHKJQMGD,1 - The source is totally unreliable,"",ZRN7M74DZ3QK,4 - The source is somewhat reliable,"",CP3ZZJMQTTK6
727485d0-ff65-4fee-9c97-ee57b46a8219,Variety_20170614T212541.conll.annot,111,1 2,Variety,Some parents,2 - The source is somewhat unreliable,"",HAYXQNYJXRGJ,1 - The source is totally unreliable,"",72TDDMF6WWVT,1 - The source is totally unreliable,"",YEKG797EK2HT,1 - The source is totally unreliable,"",36DRXJNMPXGF,2 - The source is somewhat unreliable,"",GK9EVHKJQMGD,1 - The source is totally unreliable,"",4ACJA6QTDYMG,2 - The source is somewhat unreliable,"",ZRN7M74DZ3QK
756191da-3200-4332-978c-8ab1f1c0a102,immunize-org_20161124T165410.conll.annot,281,3,www.immunize.org,AAP,3 - The source is potentially reliable,"",HAYXQNYJXRGJ,2 - The source is somewhat unreliable,"",72TDDMF6WWVT,I don't know.,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",ZRN7M74DZ3QK,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,3 - The source is potentially reliable,"",MN73CV29YNDD
75cc1bf4-dbae-4918-a984-2b2104fed348,The-People's-Chemist_20170219T051704.conll.annot,76,8 9 10 11 12 13 14,The People's Chemist,scientists from Vanderbilt University School of Medicine,4 - The source is somewhat reliable,"",HAYXQNYJXRGJ,3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,5 - The source is fully reliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",4ACJA6QTDYMG
73118f96-e943-4cf0-bdc7-ddb95fddc278,International-Medical-Council-on-Vaccination_20170308T114510.conll.annot,142,3 4,International Medical Council on Vaccination,Dr. Drummond,4 - The source is somewhat reliable,"",72TDDMF6WWVT,3 - The source is potentially reliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,4 - The source is somewhat reliable,"",MN73CV29YNDD,5 - The source is fully reliable,"",CP3ZZJMQTTK6
760e2cd2-6edc-4325-b7fe-2c28f3ad42b0,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,71,1 2,Stop Mandatory Vaccination,This paper,3 - The source is potentially reliable,"",HAYXQNYJXRGJ,1 - The source is totally unreliable,"",72TDDMF6WWVT,3 - The source is potentially reliable,"",YEKG797EK2HT,2 - The source is somewhat unreliable,"",36DRXJNMPXGF,2 - The source is somewhat unreliable,"",NACGRXX7EPCV,I don't know.,"",MN73CV29YNDD,3 - The source is potentially reliable,"",PKAFWTW2AW2G
6ddce3a2-0f6f-4dfe-b02e-a55cf2a521f7,nature-com_20170423T083747.conll.annot,18,13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,www.nature.com,"Neal Halsey , a paediatrician at the Johns Hopkins Bloomberg School of Public Health in Baltimore , Maryland",5 - The source is fully reliable,"",2ME4D2R27FJK,3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,5 - The source is fully reliable,"",36DRXJNMPXGF,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG
6614ba20-5adb-44ee-8351-8d7a529f3be5,chicagotribune-com_20170918T235148.conll.annot,18,1 2,chicagotribune.com,His defenders,1 - The source is totally unreliable,"",HAYXQNYJXRGJ,3 - The source is potentially reliable,"",72TDDMF6WWVT,3 - The source is potentially reliable,"",YEKG797EK2HT,5 - The source is fully reliable,"",CP3ZZJMQTTK6,1 - The source is totally unreliable,"",36DRXJNMPXGF,1 - The source is totally unreliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",J7JETG7VHPMK
7110df49-182d-472a-8180-ea24c675a40b,nap-edu_20160617T022642.conll.annot,44,3,www.nap.edu,Losonsky,1 - The source is totally unreliable,"",HAYXQNYJXRGJ,1 - The source is totally unreliable,"",72TDDMF6WWVT,I don't know.,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",4ACJA6QTDYMG,4 - The source is somewhat reliable,"",ZRN7M74DZ3QK
6e25748d-cc35-40be-8616-0879ee185fab,ABC-News_20170511T203024.conll.annot,1,4 5 6 7,ABC News,the World Health Organization,5 - The source is fully reliable,"",HAYXQNYJXRGJ,4 - The source is somewhat reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,5 - The source is fully reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,5 - The source is fully reliable,"",36DRXJNMPXGF,5 - The source is fully reliable,"",MN73CV29YNDD
7459155d-f97c-4cc8-872f-8222b52e156f,huffingtonpost-com_20161221T170356.conll.annot,17,6 7,www.huffingtonpost.com,my message,1 - The source is totally unreliable,"",HAYXQNYJXRGJ,1 - The source is totally unreliable,"",72TDDMF6WWVT,1 - The source is totally unreliable,"",YEKG797EK2HT,2 - The source is somewhat unreliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",GK9EVHKJQMGD,1 - The source is totally unreliable,"",36DRXJNMPXGF,2 - The source is somewhat unreliable,"",J7JETG7VHPMK
72545e5d-6c70-4df2-a52a-8d0721dd7219,NaturalNews_20170707T040258.conll.annot,40,16 17 18,NaturalNews,the vaccine industry,3 - The source is potentially reliable,"",HAYXQNYJXRGJ,2 - The source is somewhat unreliable,"",YEKG797EK2HT,1 - The source is totally unreliable,"",72TDDMF6WWVT,2 - The source is somewhat unreliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",36DRXJNMPXGF,I don't know.,"",MN73CV29YNDD,3 - The source is potentially reliable,"",GK9EVHKJQMGD
73e0f73b-8371-4433-be28-09ae5c946f26,POLITICO_20170925T004222.conll.annot,21,1,POLITICO,Scientists,4 - The source is somewhat reliable,"",HAYXQNYJXRGJ,3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",GK9EVHKJQMGD,3 - The source is potentially reliable,"",36DRXJNMPXGF,2 - The source is somewhat unreliable,"",MN73CV29YNDD
6ea3c749-0af6-40b3-9ac2-2d3578c50368,thinktwice-com_20170627T225319.conll.annot,30,1,www.thinktwice.com,Dean,1 - The source is totally unreliable,"",72TDDMF6WWVT,I don't know.,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",MN73CV29YNDD,3 - The source is potentially reliable,"",J7JETG7VHPMK,1 - The source is totally unreliable,"",36DRXJNMPXGF,1 - The source is totally unreliable,"",4ACJA6QTDYMG
6f3e44aa-a85d-4d1e-a840-ecefbc883918,Fox-News_20161029T114432.conll.annot,70,13,Fox News,Pickering,1 - The source is totally unreliable,"",HAYXQNYJXRGJ,1 - The source is totally unreliable,"",72TDDMF6WWVT,2 - The source is somewhat unreliable,"",YEKG797EK2HT,1 - The source is totally unreliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",GK9EVHKJQMGD,3 - The source is potentially reliable,"",36DRXJNMPXGF,3 - The source is potentially reliable,"",J7JETG7VHPMK
6a0784d0-3e0a-4db6-99a4-4c50a86c29be,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,4,36 37 38,Banning-Beaumont CA Patch,the Boston-based scientists,4 - The source is somewhat reliable,"",HAYXQNYJXRGJ,4 - The source is somewhat reliable,"",2ME4D2R27FJK,3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",GK9EVHKJQMGD,4 - The source is somewhat reliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",MN73CV29YNDD
6a5c3a32-069d-4ecd-99c6-3fb6eda80aa4,21st-Century-Wire_20170627T181355.conll.annot,21,1 2,21st Century Wire,The CDC,5 - The source is fully reliable,"",HAYXQNYJXRGJ,4 - The source is somewhat reliable,"",2ME4D2R27FJK,3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",MN73CV29YNDD,5 - The source is fully reliable,"",GK9EVHKJQMGD,5 - The source is fully reliable,"",NACGRXX7EPCV
5b55f759-0831-4d9e-b908-36c6fd05fef6,Washington-Post_20170826T112301.conll.annot,34,21,Washington Post,experts,4 - The source is somewhat reliable,"",HAYXQNYJXRGJ,3 - The source is potentially reliable,"",2ME4D2R27FJK,3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",JP7JX467YZ77,3 - The source is potentially reliable,"",GK9EVHKJQMGD,2 - The source is somewhat unreliable,"",MN73CV29YNDD
6bf9487d-cd0d-467e-b798-02a51f06ac13,nature-com_20170423T083747.conll.annot,18,13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,www.nature.com,"Neal Halsey , a paediatrician at the Johns Hopkins Bloomberg School of Public Health in Baltimore , Maryland",4 - The source is somewhat reliable,"",HAYXQNYJXRGJ,5 - The source is fully reliable,"",2ME4D2R27FJK,4 - The source is somewhat reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",MN73CV29YNDD,4 - The source is somewhat reliable,"",4ACJA6QTDYMG
65d2ae93-12d9-4868-9096-944cf9ff3674,Whattoexpect_20161206T224915.conll.annot,32,33,Whattoexpect,doctors,3 - The source is potentially reliable,"",HAYXQNYJXRGJ,3 - The source is potentially reliable,"",2ME4D2R27FJK,3 - The source is potentially reliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",MN73CV29YNDD,3 - The source is potentially reliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",CP3ZZJMQTTK6
61bb7c07-bae4-476e-a0c8-72985b3cbd91,thinktwice-com_20170627T191857.conll.annot,401,6 7 8,www.thinktwice.com,the U.S. government,5 - The source is fully reliable,"",HAYXQNYJXRGJ,2 - The source is somewhat unreliable,"",72TDDMF6WWVT,2 - The source is somewhat unreliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",NACGRXX7EPCV,1 - The source is totally unreliable,"",JP7JX467YZ77,2 - The source is somewhat unreliable,"",36DRXJNMPXGF,4 - The source is somewhat reliable,"",GK9EVHKJQMGD
6bf6e492-b0dc-4b91-be0e-f73013a0d756,uptodate-com_20161125T164528.conll.annot,165,1 2,www.uptodate.com,Expert groups,5 - The source is fully reliable,"",HAYXQNYJXRGJ,3 - The source is potentially reliable,"",2ME4D2R27FJK,3 - The source is potentially reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",36DRXJNMPXGF,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG
4eaadd58-776a-4411-b603-a94ec7c186c2,nature-com_20170423T083747.conll.annot,73,23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44,www.nature.com,"Pier Luigi Lopalco , head of the vaccine-preventable-diseases programme at the European Centre for Disease Prevention and Control in Solna , Sweden",4 - The source is somewhat reliable,"",HAYXQNYJXRGJ,5 - The source is fully reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",72TDDMF6WWVT,5 - The source is fully reliable,"",2ME4D2R27FJK,5 - The source is fully reliable,"",NACGRXX7EPCV,5 - The source is fully reliable,"",MN73CV29YNDD,4 - The source is somewhat reliable,"",CP3ZZJMQTTK6
