number_of_responses,task_id,file_id,sentence,tokens_id,publisher,source,What is your perceived reliability of this source of information?,Agreement %: What is your perceived reliability of this source of information?,Optional Comments:
7,3e18b3b3-2f63-43ba-a5fa-b88a9add41b1,thinktwice-com_20170627T225319.conll.annot,150,8 9 10 11 12 13 14,www.thinktwice.com,the nursing school where I am enrolled,4 - The source is somewhat reliable,0.43,""
7,7e73f665-d635-4c25-9ac6-33a0fbb200d4,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,4 - The source is somewhat reliable,0.43,""
7,80814a8f-58fa-4fc0-bbe8-ec426c8b1c56,The-People's-Chemist_20170219T051704.conll.annot,74,15 16,The People's Chemist,Neil Miller,4 - The source is somewhat reliable,0.29,""
7,797c087c-28f4-4933-b8c7-53a3ac85a027,nytimes-com_20170309T113837.conll.annot,8,1 2 3,www.nytimes.com,The White House,4 - The source is somewhat reliable,0.71,""
7,7d7875b5-80fe-4a85-9408-3be11de7b609,nhs-uk_20170705T230324.conll.annot,12,1 2 3 4 5 6 7 8,www.nhs.uk,Anyone vaccinated by their own occupational health service,3 - The source is potentially reliable,0.43,""
7,800d0fb1-8691-446e-8ade-43524386ad30,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,101,1 2,Stop Mandatory Vaccination,Beth Noelle,1 - The source is totally unreliable,0.57,""
7,790fb00f-751c-43ad-929f-4325f41add21,cdc-gov_20170618T093441.conll.annot,40,21 22,www.cdc.gov,one study,3 - The source is potentially reliable,0.86,""
7,7bad8ac2-23d0-44a7-808a-de203628c857,PBS-NewsHour_20161202T134302.conll.annot,40,7 8,PBS NewsHour,his mother,1 - The source is totally unreliable,0.43,""
7,7ada2980-a62b-4d0b-ab32-e63a6436909a,dogsnaturallymagazine-com_20170804T052804.conll.annot,15,3 4,www.dogsnaturallymagazine.com,your veterinarian,3 - The source is potentially reliable,0.86,""
7,7ae18ab5-380c-4bce-a09f-cecaf9cbbab4,huffingtonpost-com_20170422T005719.conll.annot,1,15 16 17,www.huffingtonpost.com,public health authorities,4 - The source is somewhat reliable,0.43,""
7,76762046-3c6a-4513-bf92-df58b0c56a23,vk-ovg-ox-ac-uk_20170821T010049.conll.annot,98,6 7 8,vk.ovg.ox.ac.uk,so many parents,1 - The source is totally unreliable,0.43,""
7,73d16d33-f698-4ad3-8ed4-e3b1a7271f47,Child-Health-Safety_20170626T115833.conll.annot,352,3 4 5 6,________________Child Health Safety_________________,no sound scientific evidence,1 - The source is totally unreliable,0.43,""
7,776a3694-dfcd-4e9a-bbb6-f8a092854b8a,NaturalNews_20170706T012448.conll.annot,20,1,NaturalNews,CNBC,4 - The source is somewhat reliable,0.57,""
7,75167c81-4006-4763-b601-23aae65233df,nap-edu_20160617T022642.conll.annot,55,35 36 37 38 39,www.nap.edu,"Conway et al. , 1993",3 - The source is potentially reliable,0.57,""
7,7749dfea-afc5-4b67-8712-9e7deda4e06c,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,0.57,""
7,76163999-462f-4333-a91c-18b15afb9a1c,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,143,1 2,Stop Mandatory Vaccination,Cynthia Wolff,1 - The source is totally unreliable,0.43,""
7,76f31b6d-60c3-48fe-a5a0-eb7dbd011b06,Variety_20170614T212541.conll.annot,26,10,Variety,researchers,3 - The source is potentially reliable,0.86,""
7,17d88a35-014f-4997-94d1-0db6866d3591,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,3 - The source is potentially reliable,0.43,""
7,6ecb23b3-26b0-4e19-b9ed-6b478b149c88,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,3 - The source is potentially reliable,0.57,""
7,7500c763-ebc2-4c38-86c9-5c7b62978b2b,netmums-com_20160105T011148.conll.annot,108,22 23,www.netmums.com,the article,2 - The source is somewhat unreliable,0.86,""
7,6e66cfe2-6090-4261-9f21-34240d18dc5a,WIRED_20170525T041726.conll.annot,2,5 6 7 8 9 10 11 12 13,WIRED,most of the people stricken with Mickey Mouse measles,2 - The source is somewhat unreliable,0.71,""
7,6dc66e18-39bf-4744-a967-47e04a818f3d,healthtalk-org_20161031T152854.conll.annot,15,1 2 3 4 5 6 7 8,www.healthtalk.org,A small number of parents that we interviewed,2 - The source is somewhat unreliable,0.43,""
7,6ef24ea5-62a2-46ba-bcb3-d84907650c95,NBC-News_20170816T081550.conll.annot,53,3 4,NBC News,these groups,3 - The source is potentially reliable,0.43,""
7,71d5ccc3-34f4-4428-8972-1e5e1dfdcf35,Live-Science_20170315T223305.conll.annot,10,29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51,Live Science,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )",4 - The source is somewhat reliable,0.43,""
7,72c02f0f-bd15-4a8b-aa30-5a1c939a0f51,uptodate-com_20161125T164528.conll.annot,26,7 8,www.uptodate.com,Many people,2 - The source is somewhat unreliable,0.57,""
7,71abc763-974c-4785-997c-443336b7890d,fodors-com_20161027T194550.conll.annot,8,20 21 22 23 24,www.fodors.com,their ' travel clinic ',2 - The source is somewhat unreliable,0.71,""
7,7222d758-0f36-4f8b-93ce-b30c4b5c4e25,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,3 - The source is potentially reliable,0.57,""
7,6ed1f761-9d8f-4f54-8f25-3af0bfe9c943,cid-oxfordjournals-org_20161019T051428.conll.annot,168,48 49 50 51 52 53,cid.oxfordjournals.org,"[ 33 , section 113.6 ]",I don't know.,0.29,""
7,7171bb6a-a5bc-432a-9216-37dc70c8bd03,LifeSiteNews_20170611T045238.conll.annot,35,1,LifeSiteNews,Ngare,1 - The source is totally unreliable,0.43,""
7,6cd7d802-c3c5-47c2-b5ba-0f226e8dd413,greenmedinfo-com_20170702T213636.conll.annot,9,4 5 6 7,www.greenmedinfo.com,a groundbreaking new study,3 - The source is potentially reliable,0.71,""
7,68aa1618-7669-4871-bdb4-7bc6152720b7,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",5 - The source is fully reliable,0.43,""
7,6c2d7146-8dd4-4f90-b220-765ecc40b92d,netmums-com_20160105T011148.conll.annot,108,22 23,www.netmums.com,the article,2 - The source is somewhat unreliable,0.71,""
7,6cec86ff-5e1e-4ea0-b2de-02783f40415a,healthtalk-org_20161031T152854.conll.annot,15,1 2 3 4 5 6 7 8,www.healthtalk.org,A small number of parents that we interviewed,2 - The source is somewhat unreliable,0.57,""
7,6ca28628-38e9-45a9-8241-b48756c54b3b,NPR-org_20170313T074645.conll.annot,2,18 19 20,NPR.org,state health officials,4 - The source is somewhat reliable,0.43,""
7,6d9b29cc-b7e2-42e8-9a85-47ae5c4ed628,avn-org-au_20170316T033821.conll.annot,87,1 2,avn.org.au,Health departments,3 - The source is potentially reliable,0.57,""
7,6d5bdf51-856e-4ff1-83ee-17d3abb09032,drsuzanne-net_20170606T042830.conll.annot,106,5 6 7 8 9 10 11 12 13 14,drsuzanne.net,a controlled study published in BMJ in school age children,4 - The source is somewhat reliable,0.43,""
7,6d48ab90-1cd7-4647-ae7e-4cd414c62f1a,Live-Science_20170315T223305.conll.annot,10,29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51,Live Science,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )",4 - The source is somewhat reliable,0.29,""
7,6be10404-b935-4266-94e8-28f55d4589ec,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,62,1 2 3 4 5 6 7 8 9 10,International Medical Council on Vaccination,Effect of measles and measles vaccine on serum cholesterol .,3 - The source is potentially reliable,0.57,""
7,66e203dc-a096-4087-839d-3c87274e6aab,Fox-News_20161029T114432.conll.annot,63,1,Fox News,Experts,1 - The source is totally unreliable,0.43,""
7,6a74d4f6-53a5-4a35-b4f9-20a249d00e63,cdc-gov_20170618T093441.conll.annot,40,21 22,www.cdc.gov,one study,3 - The source is potentially reliable,0.29,""
7,6d2b8bee-5d74-4979-9d73-0c987ebdeab6,21st-Century-Wire_20170627T181355.conll.annot,19,4 5,21st Century Wire,The media,2 - The source is somewhat unreliable,0.43,""
7,6afbced8-fc9a-464a-8944-090a59856245,VaxTruth-org_20170606T065016.conll.annot,130,51,VaxTruth.org,people,1 - The source is totally unreliable,0.86,""
7,68ca6aeb-4fae-4ac7-9d48-79b31b4c9b8d,The-Independent_20170915T154519.conll.annot,21,14 15,The Independent,the country,2 - The source is somewhat unreliable,0.43,""
7,6b94914b-b74a-433a-99cf-74097371284a,drsuzanne-net_20170606T042830.conll.annot,106,5 6 7 8 9 10 11 12 13 14,drsuzanne.net,a controlled study published in BMJ in school age children,5 - The source is fully reliable,0.29,""
7,6a3fff25-293d-4897-ae07-e1b1c10ea49e,dogsnaturallymagazine-com_20170804T052804.conll.annot,15,3 4,www.dogsnaturallymagazine.com,your veterinarian,3 - The source is potentially reliable,0.57,""
7,677d20c6-65a7-489b-bac3-7d0800077a87,uptodate-com_20161125T164528.conll.annot,26,7 8,www.uptodate.com,Many people,1 - The source is totally unreliable,0.71,""
7,60fe7dc3-0469-4669-a40b-a775fc242fe6,cdc-gov_20170614T145809.conll.annot,26,13 14 15 16 17,www.cdc.gov,29 ( 43 % ),I don't know.,0.57,""
7,6a1597f1-1b51-4241-9d2a-971a50805573,Nature-News-&-Comment_20170321T211158.conll.annot,26,4 5 6 7 8,Nature News & Comment,the US Institute of Medicine,5 - The source is fully reliable,0.57,""
7,611c5558-32ee-4faf-b72a-7844bc55c5ef,LifeSiteNews_20170611T045238.conll.annot,11,2 3,LifeSiteNews,the government,3 - The source is potentially reliable,0.43,""
7,6901b2d1-84f6-4c69-a787-538f134bf9e9,NaturalNews_20170706T012448.conll.annot,20,1,NaturalNews,CNBC,5 - The source is fully reliable,0.43,""
7,60a8929a-0db2-4c24-b196-dfec95910c0e,NewsComAu_20160212T080640.conll.annot,5,7 8 9,NewsComAu,a phone call,1 - The source is totally unreliable,0.57,""
7,644b5354-3396-4808-9d57-4f89bbc01214,Infowars_20170416T154207.conll.annot,2,49 50 51,Infowars,an online report,1 - The source is totally unreliable,0.71,""
7,684b48e9-979f-4868-bda9-592d537fb4cd,drsuzanne-net_20170606T042830.conll.annot,45,3 4,drsuzanne.net,the advice,1 - The source is totally unreliable,0.43,""
7,657fcd2c-8a95-4536-874c-8774afe57341,Child-Health-Safety_20170626T115833.conll.annot,352,3 4 5 6,________________Child Health Safety_________________,no sound scientific evidence,1 - The source is totally unreliable,0.71,""
7,639aed3b-de9d-4f61-8208-2bbb91ad23b5,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,0.57,""
7,67136079-0964-4f13-925d-40896f37904d,WIRED_20170525T041726.conll.annot,2,5 6 7 8 9 10 11 12 13,WIRED,most of the people stricken with Mickey Mouse measles,2 - The source is somewhat unreliable,0.57,""
7,677997af-7096-487c-b5df-4d6f55f84a1a,thinktwice-com_20170627T191857.conll.annot,12,1 2 3 4,www.thinktwice.com,Most doctors I asked,3 - The source is potentially reliable,0.43,""
7,66a825e3-7484-4a47-8466-b354276bd5ae,nytimes-com_20170309T113837.conll.annot,83,40 41 42 43,www.nytimes.com,health and school officials,3 - The source is potentially reliable,0.43,""
7,663b6a74-c6e3-44b6-a714-5ceba04de5ba,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",4 - The source is somewhat reliable,0.43,""
7,6473ac1a-b64e-4ddd-857d-389ab761ee03,thinktwice-com_20170627T225319.conll.annot,150,8 9 10 11 12 13 14,www.thinktwice.com,the nursing school where I am enrolled,2 - The source is somewhat unreliable,0.43,""
7,5d06d171-ad72-44f7-a2df-ca9b9a6b82fb,LifeSiteNews_20170611T045238.conll.annot,5,1 2 3,LifeSiteNews,Priests throughout Kenya,3 - The source is potentially reliable,0.57,""
7,63115a3b-8ee4-4e6e-8b19-5f6bc489eebd,21st-Century-Wire_20170627T181355.conll.annot,19,4 5,21st Century Wire,The media,2 - The source is somewhat unreliable,0.57,""
7,6002f103-4038-4692-9433-589e1e574c60,immunize-org_20161124T165410.conll.annot,155,1,www.immunize.org,ACIP,3 - The source is potentially reliable,0.43,""
7,625e1536-89fd-407d-bb85-f828ad308d45,fodors-com_20161027T194550.conll.annot,265,1,www.fodors.com,easytraveler,2 - The source is somewhat unreliable,0.43,""
7,352287bd-c3d8-45cc-92c6-de0ab888dd44,Child-Health-Safety_20170626T115833.conll.annot,352,3 4 5 6,________________Child Health Safety_________________,no sound scientific evidence,1 - The source is totally unreliable,0.43,""
7,62fd6784-5f51-4dc3-a271-3b6d2599816c,greenmedinfo-com_20170702T213636.conll.annot,9,4 5 6 7,www.greenmedinfo.com,a groundbreaking new study,2 - The source is somewhat unreliable,0.57,""
7,5f18f6a5-6e3c-4249-ab5b-1543d61b398b,huffingtonpost-com_20170918T144729.conll.annot,16,3 4,www.huffingtonpost.com,Dr. Hotez,4 - The source is somewhat reliable,0.43,""
7,5dec6498-35aa-4936-8050-6e2d8838b857,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,116,1 2,Stop Mandatory Vaccination,The doctors,3 - The source is potentially reliable,0.71,""
7,5ef90281-0e70-49a4-874f-f83dd8b7a8d9,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",4 - The source is somewhat reliable,0.43,""
7,60df5414-174c-4b73-a534-241ef6b2aade,thinktwice-com_20170627T191857.conll.annot,123,2 3 4 5 6 7 8 9,www.thinktwice.com,the NY Medical Examiner ( Dr. Persechino ),5 - The source is fully reliable,0.71,""
7,6124907e-7528-40d1-812e-7c161e40e169,WIRED_20170525T041726.conll.annot,2,5 6 7 8 9 10 11 12 13,WIRED,most of the people stricken with Mickey Mouse measles,3 - The source is potentially reliable,0.57,""
7,5f4ae48a-fae9-46ad-8e14-6b125c6cbeaf,drsuzanne-net_20170606T042830.conll.annot,45,3 4,drsuzanne.net,the advice,1 - The source is totally unreliable,0.43,""
7,5fe9aae5-792e-495e-9c90-a81135bbfee4,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,28,2 3 4 5 6 7 8 9,Banning-Beaumont CA Patch,City News Service and Patch Editor Renee Schiavone,4 - The source is somewhat reliable,0.57,""
7,5e187b50-7059-4ab6-9ca5-0a0ffa557e2f,LifeSiteNews_20170611T045238.conll.annot,38,1,LifeSiteNews,Ngare,3 - The source is potentially reliable,0.43,""
7,5f223a6a-d6b7-4adc-b381-3c833c708ddd,nap-edu_20160617T022642.conll.annot,55,35 36 37 38 39,www.nap.edu,"Conway et al. , 1993",3 - The source is potentially reliable,0.43,""
7,5af1e04f-9bc1-438a-8678-ef77e1f8fe81,Science-News_20170517T164904.conll.annot,68,12,Science News,Durbin,3 - The source is potentially reliable,0.29,""
7,5cdc8810-9551-4e33-bb53-2b37bca0b198,Skeptical-Raptor_20170628T161832.conll.annot,175,1 2 3 4,Skeptical Raptor,Arch Intern Med 154:1815-1820,2 - The source is somewhat unreliable,0.29,""
7,5a64283a-080e-433a-9d9e-aa02ea479259,Nature-News-&-Comment_20170321T211158.conll.annot,26,4 5 6 7 8,Nature News & Comment,the US Institute of Medicine,5 - The source is fully reliable,0.43,""
7,54c44767-f415-48ec-b0ff-f8ff1145df16,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,3 - The source is potentially reliable,0.43,""
7,5d1603b3-0487-411f-9ddb-111c7f25be70,@berkeleywellness_20170709T195101.conll.annot,13,3 4,@berkeleywellness,an article,3 - The source is potentially reliable,0.43,""
7,5e1cab1f-34a3-41ce-bf9c-781a07e8c3bf,Modern-Alternative-Health_20170627T011209.conll.annot,7,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,Modern Alternative Health,"Your pediatrician and his handy marketing piece , the Vaccine Information Statement ( VIS ) ,",2 - The source is somewhat unreliable,0.43,""
7,5bc6f92f-dc9f-448d-8b6a-e23f700f24c7,tripadvisor-com_20150223T054324.conll.annot,78,2,www.tripadvisor.com,anybody,1 - The source is totally unreliable,0.57,""
7,5d39da32-9b7c-40dc-a676-825adac6a312,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,62,1 2 3 4 5 6 7 8 9 10,International Medical Council on Vaccination,Effect of measles and measles vaccine on serum cholesterol .,5 - The source is fully reliable,0.29,""
7,59666ca3-c1fc-4c3e-a606-6dfbebc8400f,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,9,1 2,Stop Mandatory Vaccination,Laura Ballegeer,1 - The source is totally unreliable,0.57,""
7,5963d9e0-694e-4bd2-88c4-0ef2c7ba28f2,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,5 - The source is fully reliable,0.29,""
7,59752329-59c1-4281-b131-59623a54c27f,biology-stackexchange-com_20161125T190915.conll.annot,14,2 3,biology.stackexchange.com,Prasad Shrivatsa,4 - The source is somewhat reliable,0.57,The individual is not well identified for me to make a judgement.
7,5adef7de-b446-4f5e-8a1f-2b3e72c93a0e,fitfortravel-scot-nhs-uk_20160608T202918.conll.annot,39,17,www.fitfortravel.scot.nhs.uk,evidence,3 - The source is potentially reliable,0.43,""
7,5942e35c-56d4-4f1f-8151-b0caae3564c7,netmums-com_20160105T011148.conll.annot,108,22 23,www.netmums.com,the article,3 - The source is potentially reliable,0.57,""
7,597a3a0c-b5bd-4939-92e7-030e17662f95,fitfortravel-scot-nhs-uk_20160608T202918.conll.annot,39,17,www.fitfortravel.scot.nhs.uk,evidence,3 - The source is potentially reliable,0.57,""
7,53f9bacf-85ce-4eb4-8e76-bc43f4e63bdc,CNN_20170928T102949.conll.annot,20,1,CNN,Osterholm,3 - The source is potentially reliable,0.57,""
7,50cb7040-e08e-465b-902f-9474272d0049,ncbi-nlm-nih-gov_20160228T014103.conll.annot,6,1 2 3 4 5 6 7 8 9 10 11 12,www.ncbi.nlm.nih.gov,Serologic studies in 2 dogs and virus isolation from the 3rd dog,5 - The source is fully reliable,0.43,""
7,52f1a263-e9ca-43c0-b2d0-b68699b2c359,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,62,1 2 3 4 5 6 7 8 9 10,International Medical Council on Vaccination,Effect of measles and measles vaccine on serum cholesterol .,4 - The source is somewhat reliable,0.43,""
7,502041f5-66b0-4e61-887a-dcd1faa74460,drsuzanne-net_20170606T042830.conll.annot,45,3 4,drsuzanne.net,the advice,1 - The source is totally unreliable,0.43,""
7,514a0f74-47fb-4375-a6ae-522178cc9b20,healthtalk-org_20161031T152854.conll.annot,15,1 2 3 4 5 6 7 8,www.healthtalk.org,A small number of parents that we interviewed,2 - The source is somewhat unreliable,0.43,""
7,53b68038-f8dc-454b-864a-1d390d91e343,The-Cat-Site_20161128T023535.conll.annot,91,1 2 3 4 5 6 7 8 9 10 11 12 13,The Cat Site,"This study , which I refer to as \"" The French Study \""",2 - The source is somewhat unreliable,0.57,""
7,5220bc23-5edd-4a79-964f-9d7ce3b58824,NaturalNews_20170707T040258.conll.annot,15,1 2,NaturalNews,Stephen Krahling,3 - The source is potentially reliable,0.43,""
7,5497a602-dc5f-4535-a120-d974addc17ff,the-Guardian_20170928T060038.conll.annot,22,10 11,the Guardian,some parents,3 - The source is potentially reliable,0.43,""
7,512515e6-bf1f-47af-9992-d4f782cce753,en-wikipedia-org_20170701T015555.conll.annot,17,4 5 6 7,en.wikipedia.org,The World Health Organization,5 - The source is fully reliable,0.86,""
7,535726a4-64b7-4117-b03d-d71d19159ee3,Skeptical-Raptor_20170628T161832.conll.annot,106,2,Skeptical Raptor,people,1 - The source is totally unreliable,0.43,""
7,52ec08a8-390d-4eb7-af35-f07971447e89,AGE-OF-AUTISM_20170620T044415.conll.annot,146,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,AGE OF AUTISM,"Laura Hayes Mother of Vaccine Injured Children Passionate about educating others and encouraging them to learn about the myriad dangers and inefficacies of vaccines , the fallacy of the theory behind them , and the vast web of fraud and deception involved in supporting and mandating them",1 - The source is totally unreliable,0.86,""
7,48748d1e-5f08-4c42-8b32-f82686f318d3,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,101,1 2,Stop Mandatory Vaccination,Beth Noelle,1 - The source is totally unreliable,0.43,""
7,5197b9a3-b460-476c-9ebd-ae2f80e4b391,vaccinepapers-org_20170929T065440.conll.annot,121,2 3,vaccinepapers.org,Richard Feynman,3 - The source is potentially reliable,0.29,""
7,4dce6d02-3f38-419f-a828-25115626ad28,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,116,1 2,Stop Mandatory Vaccination,The doctors,3 - The source is potentially reliable,0.43,""
7,49fd5e6d-4d4b-4ff2-b991-5a578e7c80cb,NewsComAu_20160212T080640.conll.annot,5,7 8 9,NewsComAu,a phone call,1 - The source is totally unreliable,0.57,""
7,501c3649-97d6-4d8e-b91f-a8c7fb5d57d0,Child-Health-Safety_20170626T115833.conll.annot,352,3 4 5 6,________________Child Health Safety_________________,no sound scientific evidence,1 - The source is totally unreliable,0.71,""
7,47864b1f-2cc4-4c8e-b82a-ee2fd50b6cae,National-Vaccine-Information-Center-(NVIC)_20170701T193111.conll.annot,37,1 2 3,National Vaccine Information Center (NVIC),Some observational studies,5 - The source is fully reliable,0.29,""
7,4a522a04-540c-42fa-849f-aa9209122a42,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",4 - The source is somewhat reliable,0.43,""
7,4ce484d9-a816-4521-8a09-ab0d1cd94bfe,State-of-Health_20160131T151029.conll.annot,19,21 22 23 24 25 26,State of Health,Boston Children ’s Hospital ’s Majumder,5 - The source is fully reliable,0.57,""
7,50adacd8-9a05-458c-a951-61d2e6766eb4,healthtalk-org_20161031T152854.conll.annot,15,1 2 3 4 5 6 7 8,www.healthtalk.org,A small number of parents that we interviewed,3 - The source is potentially reliable,0.71,""
7,4ea22977-082a-4a02-ac99-bd77e57852ac,Skeptical-Raptor_20170628T161832.conll.annot,175,1 2 3 4,Skeptical Raptor,Arch Intern Med 154:1815-1820,3 - The source is potentially reliable,0.43,""
7,46abb06e-d069-4ec8-9b3f-bbee5a052ff6,NY-Daily-News_20160704T092017.conll.annot,15,37,NY Daily News,Majumder,3 - The source is potentially reliable,0.43,""
7,4c465631-42fd-4e76-a4cf-11ac4fdf7b4c,drsuzanne-net_20170606T042830.conll.annot,106,5 6 7 8 9 10 11 12 13 14,drsuzanne.net,a controlled study published in BMJ in school age children,3 - The source is potentially reliable,0.57,""
7,4c2fa6dc-4ce0-4c8c-8d8d-88856dcb187a,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.57,""
7,458dc993-5c35-4256-958e-87d38b3f9359,cdc-gov_20170618T093441.conll.annot,40,21 22,www.cdc.gov,one study,3 - The source is potentially reliable,0.43,""
7,41eaef91-e6e3-4ce6-af99-0cbad583c840,Science-News_20170517T164904.conll.annot,138,11 12 13 14 15 16 17,Science News,"Margaret Chan , WHO ’s director-general ,",5 - The source is fully reliable,1.0,""
7,4d0fb4cf-8840-4198-ba2a-1c2a0ecb7bda,vaccine-injury-info_20170922T015859.conll.annot,47,2 3 4 5 6 7,vaccine-injury.info,"Dr Harris L Coulter , PhD",5 - The source is fully reliable,0.57,""
7,4641acb1-6d2e-43e7-8a59-4192e845668a,cdc-gov_20170618T093441.conll.annot,40,21 22,www.cdc.gov,one study,3 - The source is potentially reliable,0.43,""
7,4973afa0-259d-4e9d-8b65-5e6134614be6,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,9,1 2,Stop Mandatory Vaccination,Laura Ballegeer,1 - The source is totally unreliable,0.43,""
7,4a2b4bd4-6aa1-4bbe-addf-e01bb6fae241,Parents_20170705T132137.conll.annot,14,4 5 6 7 8 9,Parents,the vast majority of medical experts,3 - The source is potentially reliable,0.43,""
7,3e7a0622-bf3a-402f-bfe7-0655b1836d16,nhs-uk_20170705T230324.conll.annot,12,1 2 3 4 5 6 7 8,www.nhs.uk,Anyone vaccinated by their own occupational health service,3 - The source is potentially reliable,0.43,""
7,4a24cdb3-dddf-4f27-9a36-f4c3eb396d7e,Nature-News-&-Comment_20170321T211158.conll.annot,36,1 2 3 4 5,Nature News & Comment,The American Academy of Pediatrics,5 - The source is fully reliable,0.86,""
7,44a85b72-4b6e-47eb-8406-3a504484fa70,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,5 - The source is fully reliable,0.29,""
7,41f5afa4-aedd-4158-85e2-86adb60eeb30,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,0.71,""
7,461dc143-c01c-4f6d-930d-0e5e0b4ddba9,en-wikipedia-org_20170412T054820.conll.annot,40,24 25 26,en.wikipedia.org,A 2004 study,3 - The source is potentially reliable,0.43,""
7,46ccf8f3-b2b4-4221-a83e-8b318f008615,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.71,""
7,3adf9494-c7e5-4f1d-8785-a16f68b935f3,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.57,""
7,453fc04a-9648-414c-82f5-ec067c45d914,Washington-Post_20170826T112301.conll.annot,38,3 4,Washington Post,immunization advocates,5 - The source is fully reliable,0.29,""
7,4404a687-9a21-4cf4-a229-450a72886330,cdc-gov_20170618T093441.conll.annot,40,21 22,www.cdc.gov,one study,3 - The source is potentially reliable,0.57,""
7,417102a4-174e-443d-b34c-910e00e2a076,thinktwice-com_20170627T225319.conll.annot,150,8 9 10 11 12 13 14,www.thinktwice.com,the nursing school where I am enrolled,2 - The source is somewhat unreliable,0.43,""
7,433393dc-bef1-42fc-ae2c-bedb9a9f819e,The-People's-Chemist_20170219T051704.conll.annot,113,1 2,The People's Chemist,Vaccine supporters,3 - The source is potentially reliable,0.57,""
7,3e962afe-16d7-4622-b239-aa9a6d1f7dd7,thinktwice-com_20170627T191857.conll.annot,12,1 2 3 4,www.thinktwice.com,Most doctors I asked,2 - The source is somewhat unreliable,0.43,""
7,3ddefb81-6245-4275-8388-2e52e76e8aab,21st-Century-Wire_20170627T181355.conll.annot,13,1 2 3,21st Century Wire,Host Jake Tapper,3 - The source is potentially reliable,0.43,""
7,3de0e7f5-204b-4ea5-b67b-2432170218ee,en-wikipedia-org_20170701T015555.conll.annot,17,4 5 6 7,en.wikipedia.org,The World Health Organization,5 - The source is fully reliable,0.71,""
7,3d0a8419-75d0-4bfd-9e60-9643de3822b9,immunizeforgood-com_20170626T232640.conll.annot,8,3 4 5 6 7 8 9 10 11 12,www.immunizeforgood.com,the Centers for Disease Control and Prevention ( CDC ),5 - The source is fully reliable,0.86,""
