,task_id,source,ClaimantType
16,fa7cc383-7941-4dd5-b042-632ddefe0a39,no sound scientific evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
17,fbfcd5a1-c26a-428f-b48f-70236265736d,The researchers,"        5. collective roles (e..g., ""doctors"")"
18,f8f80cdc-a94e-4b84-bd3b-cd0a9dfa9f9d,the media ’s hysterical storyline,"        6. inanimate and generic objects (e.g., ""a study"")"
19,fba62645-9e2f-43a0-81c5-3c66db13b8c7,Some observational studies,"        6. inanimate and generic objects (e.g., ""a study"")"
20,f1608c98-cafa-4ff3-b667-e5e300d2dbd4,state health officials,"        5. collective roles (e..g., ""doctors"")"
21,f878873f-c35e-45c9-bb1f-2e8fb4b1c898,immunization advocates,"        5. collective roles (e..g., ""doctors"")"
22,f91e22cc-3b81-4007-b198-968dc5cb7187,Some observational studies,"        6. inanimate and generic objects (e.g., ""a study"")"
23,f2b4632f-2990-4998-b69c-da23b3a81bea,immunization advocates,"        5. collective roles (e..g., ""doctors"")"
24,f962ecf5-4a2b-4631-a490-a8c67004751e,immunization advocates,"        5. collective roles (e..g., ""doctors"")"
25,fa54ce47-37fa-4d22-a20a-3240ed67646e,one study,"        6. inanimate and generic objects (e.g., ""a study"")"
26,fb1b2eb4-4ac9-4c6a-833d-991859e054f5,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
27,fa51d6cc-da97-49b4-852d-7f9ddda0c040,researchers,"        5. collective roles (e..g., ""doctors"")"
28,f6e0ed1f-764e-4df1-b3b3-4ca048378092,The doctors,"        5. collective roles (e..g., ""doctors"")"
29,ef4cd7a4-e689-4f5a-baee-da19c2ee2820,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
30,ef7d50a6-0297-4dcb-bb0a-df70c6ccc13a,my kids,"        5. collective roles (e..g., ""doctors"")"
31,f83d74e3-bbf9-480d-85d6-2a59bcb08a62,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
32,eeb5164b-9ec0-447e-87c7-d809e9ebdb44,"Conway et al. , 1993","        6. inanimate and generic objects (e.g., ""a study"")"
33,f55e2982-b180-4628-b932-6fa71b7935e3,most of the people stricken with Mickey Mouse measles,"          4. collective expressions (e.g. ""some people"")"
34,ef2355f6-4ede-4dde-bb79-cdbb51fd6045,Beth Noelle,"        1. named individuals (e.g., ""Donald Trump"")"
35,f0bc2ec3-4258-4de8-9c99-ecc75e6bbe3b,the nursing school where I am enrolled,"        6. inanimate and generic objects (e.g., ""a study"")"
36,f7b781d1-7936-4594-a238-74f057a3140b,Laura Ballegeer,"        1. named individuals (e.g., ""Donald Trump"")"
37,ecce30ce-cc30-4a38-88e6-38d0e54af769,Durbin,"        1. named individuals (e.g., ""Donald Trump"")"
38,ee246593-d479-42f8-b952-5a942732367c,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
39,f0cffd29-8b0a-4d00-9181-a7ee6204fc19,evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
40,ecc1e332-da7a-44aa-bcef-d8259bb05e31,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
41,ed42e6f8-4017-4cfa-b668-7b2203175cf8,Priests throughout Kenya,"        5. collective roles (e..g., ""doctors"")"
42,ea3f686f-835c-4289-9e29-e3ec7623309a,the advice,"        6. inanimate and generic objects (e.g., ""a study"")"
43,ea907aba-1a16-47ea-b95d-663214920405,Serologic studies in 2 dogs and virus isolation from the 3rd dog,"        6. inanimate and generic objects (e.g., ""a study"")"
44,ee025a81-b316-44f3-9d19-07edb7548ed7,"Del Bigtree , Producer ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
45,ea4f6050-d524-4344-a136-a87aa42f97ab,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
46,eecc7926-c182-4edf-a5e4-b402a3d29380,"( Michael Bruce , CDC , unpublished data )","        6. inanimate and generic objects (e.g., ""a study"")"
47,e3752caa-1e5b-4294-8ffa-a109c15d7746,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
48,eb36d1d0-f3c3-4d6e-8530-d6220ff2b4c2,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
49,e9014ee9-cbf7-4a9b-ae8e-e01fd6376f41,the media ’s hysterical storyline,"        6. inanimate and generic objects (e.g., ""a study"")"
50,e926e094-4fb8-433e-8fc5-6aa86ec8f6f1,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
51,ec53779d-1bdb-497e-8df0-5ae13f6ad80d,Anyone vaccinated by their own occupational health service,"          4. collective expressions (e.g. ""some people"")"
52,e4c9abd1-ab8c-4264-996f-d5596370dad5,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
53,e8ddb82c-5c2e-4064-81a2-ad0839600782,Vikari et al. ( 1979 .,"        6. inanimate and generic objects (e.g., ""a study"")"
54,df952ef6-b041-4a08-9a7c-f4ffc28069ab,Durbin,"        1. named individuals (e.g., ""Donald Trump"")"
55,e37eac52-979e-4e96-9676-6e5b20e7b28b,the mainstream media who,"        6. inanimate and generic objects (e.g., ""a study"")"
56,e7a9155b-bac5-4af7-88d5-d3650aadf542,CNBC,"        6. inanimate and generic objects (e.g., ""a study"")"
57,e9bd2dc9-01bd-4a11-85a0-4781e5bdfb1b,Effect of measles and measles vaccine on serum cholesterol .,"        6. inanimate and generic objects (e.g., ""a study"")"
58,e7dd1fea-e705-4e33-97cd-784ff174cabb,CNBC,"        6. inanimate and generic objects (e.g., ""a study"")"
59,e4b82d9a-d30b-4a59-aabf-b10356cd3136,an article,"        6. inanimate and generic objects (e.g., ""a study"")"
60,e5999f90-6c39-4a1b-8cf2-db33fed16cec,doctors,"        5. collective roles (e..g., ""doctors"")"
61,e7ab8afb-9335-43f1-b4c1-cf33371c23a1,Laura Ballegeer,"        1. named individuals (e.g., ""Donald Trump"")"
62,e28ccd0c-b917-4ab4-baa8-ae2ffbc8fc7a,a Brazilian team,"          4. collective expressions (e.g. ""some people"")"
63,e2dcb092-a034-4551-a9fe-866beb595c41,Effect of measles and measles vaccine on serum cholesterol .,"        6. inanimate and generic objects (e.g., ""a study"")"
64,e052d443-176c-46af-9382-946daf761810,Anyone vaccinated by their own occupational health service,"        6. inanimate and generic objects (e.g., ""a study"")"
65,df13d94e-9665-4a90-bb28-1948fe3325bc,the mainstream media who,"        6. inanimate and generic objects (e.g., ""a study"")"
66,de6593bc-810b-4506-9090-0c9589dd41b9,my kids,"        5. collective roles (e..g., ""doctors"")"
67,e14a522f-3833-4f29-b689-c9435cebb05e,immunization advocates,"        5. collective roles (e..g., ""doctors"")"
68,e076008c-c7fb-4cf0-bf0d-3255893fe17e,researchers,"        5. collective roles (e..g., ""doctors"")"
69,dc965723-db5a-4bf5-98c7-b4b594b9cf07,Vikari et al. ( 1979 .,"        6. inanimate and generic objects (e.g., ""a study"")"
70,def437dc-e5eb-4db5-a7d1-7cbaee3680d3,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
71,e2049dc2-ebd7-4941-95c1-873b951148a5,The researchers,"        5. collective roles (e..g., ""doctors"")"
72,e05d5d55-745e-4955-9719-8c4f388e6c03,29 ( 43 % ),"        6. inanimate and generic objects (e.g., ""a study"")"
73,de512664-9ed0-49b4-b207-58e4f4748e0b,Beth Noelle,"        1. named individuals (e.g., ""Donald Trump"")"
74,df3e87a9-c8ee-4d50-b6b2-f26e6534fac1,CNBC,"        6. inanimate and generic objects (e.g., ""a study"")"
75,9e6de7f2-aa90-494c-a29d-b9e44bb29943,Priests throughout Kenya,"        5. collective roles (e..g., ""doctors"")"
76,df946235-0023-484f-a752-ca36a788a4f9,Laura Ballegeer,"        1. named individuals (e.g., ""Donald Trump"")"
77,df13a2cd-50c9-47a8-8248-869782f010f6,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
78,de426b42-227b-4cca-b01f-65e61f01a455,Most doctors I asked,"        5. collective roles (e..g., ""doctors"")"
79,df79d7f8-6714-41f8-af8f-41c25aab4aa8,state health officials,"        5. collective roles (e..g., ""doctors"")"
80,dc779a83-41ec-46d0-a2ba-10c83962fcbb,the article,"        6. inanimate and generic objects (e.g., ""a study"")"
81,9ba09ad3-e264-4c4e-b209-7162fd8409b3,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
82,89bf73f0-d853-4062-9639-98b420563ba0,Durbin,"        1. named individuals (e.g., ""Donald Trump"")"
83,d8326772-041a-49bc-8bb4-2ed29bb47a9c,The esteemed Johns Hopkins Hospital,"        6. inanimate and generic objects (e.g., ""a study"")"
84,ddddd54c-de92-4705-833b-9c04bf374831,Vikari et al. ( 1979 .,"        6. inanimate and generic objects (e.g., ""a study"")"
85,dbcfa1a6-7d22-4737-991c-6ebc69eb93c1,the media ’s hysterical storyline,"        6. inanimate and generic objects (e.g., ""a study"")"
86,da4b3aa7-78a9-4d1b-84ed-d31127871961,Sister,"        3. role or profession without further specifications (e.g., ""a doctor"")"
87,d92f892c-3352-4993-ae4a-e63ea977c0d9,the mainstream media who,"        6. inanimate and generic objects (e.g., ""a study"")"
88,d95846a8-a856-4c79-8cc4-c3bdf9762bb3,The doctors,"        5. collective roles (e..g., ""doctors"")"
89,dcf0389e-674e-4e46-87e3-b45e3a9100b0,The researchers,"        5. collective roles (e..g., ""doctors"")"
90,d6fe72ef-6106-45c8-bdbf-0f9f62960d17,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
91,dc17b82a-71ed-44b6-bfed-2321050711ce,the mainstream media who,"        6. inanimate and generic objects (e.g., ""a study"")"
92,d95ca66d-e63d-4920-ae3e-af4a4ce4e1cb,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
93,d67716d6-6812-4699-bde4-29d2d167f9fe,the nursing school where I am enrolled,"        6. inanimate and generic objects (e.g., ""a study"")"
94,d17ef6c7-0c33-4e57-bcf9-a62ceffac7e2,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
95,cf809937-8ae5-43b2-b2e5-f017ad6ec688,A small number of parents that we interviewed,"        5. collective roles (e..g., ""doctors"")"
96,cfed2cea-3054-499d-b4d8-537984e1a32b,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
97,d2267ced-2e6c-437b-beda-b351cb3a0dd1,Some observational studies,"        6. inanimate and generic objects (e.g., ""a study"")"
98,d4f79473-0331-4ef8-bfbf-1497fcda9693,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
99,d4a73fe4-7c23-4b7c-ae6c-a010f6b3ee9b,CNBC,"        6. inanimate and generic objects (e.g., ""a study"")"
100,d069ada3-32a7-4c5c-abd5-6531684b0a3c,state health officials,"        5. collective roles (e..g., ""doctors"")"
101,d538bcaf-1c01-42fd-948e-5a235a2fcedc,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
102,d85b2f2c-2be5-4533-8b07-35743ae899b2,The esteemed Johns Hopkins Hospital,"        6. inanimate and generic objects (e.g., ""a study"")"
103,cb1abb33-a44e-49c6-a6d6-a745536b6a4c,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
104,cd583773-1ab1-4a33-bf95-16fffd134762,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
105,c4301163-ffac-45ae-b164-21fec7debf1f,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
106,c61a712f-b0c5-459c-858f-e03affbe31fe,Anyone vaccinated by their own occupational health service,"          4. collective expressions (e.g. ""some people"")"
107,cd5c82c7-edb9-42a2-9b75-001a127287a6,Effect of measles and measles vaccine on serum cholesterol .,"        6. inanimate and generic objects (e.g., ""a study"")"
108,d0e0e6c9-ff77-4311-8ace-4e1c3ad1e571,researchers,"        5. collective roles (e..g., ""doctors"")"
109,cf5f40f2-56d3-4b1e-ac4e-4bb6d2d8c037,Effect of measles and measles vaccine on serum cholesterol .,"        6. inanimate and generic objects (e.g., ""a study"")"
110,c48d401c-cda1-471a-bf99-2748ed80a8b9,At least one study,"        6. inanimate and generic objects (e.g., ""a study"")"
111,c895bfb6-dc24-49db-beb5-9632e19db18d,29 ( 43 % ),"        6. inanimate and generic objects (e.g., ""a study"")"
112,c14a2eff-d803-4668-bb0a-e6c2eab5829c,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
113,c8d1a6b5-b223-432a-bc76-7786ded52381,"Conway et al. , 1993","        6. inanimate and generic objects (e.g., ""a study"")"
114,c2d09923-0a6b-4db1-8f45-a29a246faa33,29 ( 43 % ),"        6. inanimate and generic objects (e.g., ""a study"")"
115,cadc88a2-48c0-4ff7-a69c-e2a69603453d,A small number of parents that we interviewed,"        5. collective roles (e..g., ""doctors"")"
116,bb99d906-0997-448c-8193-e9ed3a24e3b5,immunization advocates,"        5. collective roles (e..g., ""doctors"")"
117,c18ecd3e-1ade-4cdc-8dad-ac9f103efd1a,the article,"        6. inanimate and generic objects (e.g., ""a study"")"
118,bff2c8ca-cd2a-4412-aca1-419230391007,"[ 33 , section 113.6 ]","        6. inanimate and generic objects (e.g., ""a study"")"
119,c1f60097-ab6d-424a-94f2-f9c7b9490b4b,Most doctors I asked,"        5. collective roles (e..g., ""doctors"")"
120,bbd0c63f-c952-4859-b4e3-8cc33b56266f,Laura Ballegeer,"        1. named individuals (e.g., ""Donald Trump"")"
121,c3a52960-7291-43ad-a8ad-b0b8f5abd427,The researchers,"        5. collective roles (e..g., ""doctors"")"
122,befeada3-9e1f-4197-8999-135808f66d2f,evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
123,bb539009-b542-42ab-931c-b94d947e27ff,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
124,ba7f8ff3-dda2-41f8-afe4-87884a10fce0,Most doctors I asked,"        5. collective roles (e..g., ""doctors"")"
125,c09d7a46-4ffb-4b00-9cd3-3463a0978368,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
126,ba2201da-6c5b-47ec-aa0a-7f85eb673adc,evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
127,c09b9529-edf6-42a5-b679-f64b0e164daa,"Conway et al. , 1993","        6. inanimate and generic objects (e.g., ""a study"")"
128,c34fd33f-620e-4eed-a403-1daf145806c0,CNBC,"        6. inanimate and generic objects (e.g., ""a study"")"
129,badc5d9e-b4a0-4c29-a424-c3401257fcfd,"Del Bigtree , Producer ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
130,baefe7b4-ad1e-4af0-8714-abcb96d77ec4,A small number of parents that we interviewed,"        5. collective roles (e..g., ""doctors"")"
131,bd5df92d-2ea8-4302-a9b1-ba2240fb12f7,Sister,"        3. role or profession without further specifications (e.g., ""a doctor"")"
132,b03b47f4-1807-4b59-9e91-81bf92bf88d6,"[ 33 , section 113.6 ]","        6. inanimate and generic objects (e.g., ""a study"")"
133,ba2fb781-5134-43fa-8fe1-2b624719a87d,a Brazilian team,"          4. collective expressions (e.g. ""some people"")"
134,b90b074f-73ee-4956-bff0-832011d3c01a,evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
135,b431413a-75e2-49cf-bb44-e3c62e38376e,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
136,b96c087c-5a05-4a56-9c81-d79fbec0ea7b,the mainstream media who,"        6. inanimate and generic objects (e.g., ""a study"")"
137,b6deb1e4-c3ac-4067-96e4-4bedb93b54be,Some observational studies,"        6. inanimate and generic objects (e.g., ""a study"")"
138,b75b0196-bb9b-41f7-b8c7-0acb159fe6c0,Vikari et al. ( 1979 .,"        6. inanimate and generic objects (e.g., ""a study"")"
139,b7c5839d-0f86-4aab-b558-8f94445ed0d0,the nursing school where I am enrolled,"        6. inanimate and generic objects (e.g., ""a study"")"
140,b073caf0-3a04-4563-af60-1edb0f1771db,the article,"        6. inanimate and generic objects (e.g., ""a study"")"
141,b58c28b9-1ef2-4676-849e-b9cdb9a97fd8,Research,"        6. inanimate and generic objects (e.g., ""a study"")"
142,b5f33928-4e74-419f-85c9-174b8d460b6d,Durbin,"        1. named individuals (e.g., ""Donald Trump"")"
143,b93564e5-6804-4525-b166-4eaf2bf47980,"Del Bigtree , Producer ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
144,b28a8f47-42ea-481a-a748-34cd8643ce38,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
145,b208df16-d9ab-4a3c-81ee-a85de116d1b1,The esteemed Johns Hopkins Hospital,"        6. inanimate and generic objects (e.g., ""a study"")"
146,b53a596c-ff28-48a1-9ec1-779f52d5bd52,anybody,"          4. collective expressions (e.g. ""some people"")"
147,b366cde8-411a-43e2-93dc-1219c02947cf,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
148,b23e4b57-1896-49d3-a265-b1742f763026,anybody,"          4. collective expressions (e.g. ""some people"")"
149,adaace3e-ec98-4a5a-b7de-584add27d973,Effect of measles and measles vaccine on serum cholesterol .,"        6. inanimate and generic objects (e.g., ""a study"")"
150,acd8f14d-dd96-4587-a051-d024cbd3fdfb,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
151,ab336f9b-12de-4290-8540-5ec2ba8fd3f7,At least one study,"        6. inanimate and generic objects (e.g., ""a study"")"
152,b1ad3fab-1b1e-4f7e-854c-2e1f8ce26738,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
153,a587d7ae-9b55-4d42-99b2-3f792886c620,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
154,ae71dd21-a0e1-41af-9e11-c729bcba4959,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
155,ad8b9e42-3937-4c93-bf7a-9e469be2cddf,Serologic studies in 2 dogs and virus isolation from the 3rd dog,"        6. inanimate and generic objects (e.g., ""a study"")"
156,a72e0dca-6794-4de6-b33e-967724c422e6,This case report,"        6. inanimate and generic objects (e.g., ""a study"")"
157,a89d541f-925b-44f2-b28f-68de5851fd83,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
158,9c927c1c-b6c1-4621-ae63-2a14cffd7481,Laura Ballegeer,"        1. named individuals (e.g., ""Donald Trump"")"
159,a6cdf093-866f-4b3b-ad2a-1b9911c0c306,Durbin,"        1. named individuals (e.g., ""Donald Trump"")"
160,a3fe91b9-6fc8-46dd-8041-d0132385a688,a controlled study published in BMJ in school age children,"        6. inanimate and generic objects (e.g., ""a study"")"
161,a64da421-295d-42f7-bd7a-15d62a949310,immunization advocates,"        5. collective roles (e..g., ""doctors"")"
162,a741d9b3-0fad-410a-bf2d-07d4a1500ea6,The doctors,"        5. collective roles (e..g., ""doctors"")"
163,a35106e2-24a5-4b91-9a4c-46cef4b14d0c,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
164,a0cb5f22-a8b2-4f83-b10b-d17594dd066b,Anyone vaccinated by their own occupational health service,"          4. collective expressions (e.g. ""some people"")"
165,a1587bab-28c6-4c1d-930b-ec09bfe3d9c8,my kids,"        5. collective roles (e..g., ""doctors"")"
166,a3730390-3e3a-4ee7-8ef0-871d8cf0db3f,an article,"        6. inanimate and generic objects (e.g., ""a study"")"
167,a0c66e89-4122-451c-881e-e08cafd6f9bd,Dunbar,"        1. named individuals (e.g., ""Donald Trump"")"
168,a60fae97-1792-4d30-93ac-bfbbd8fba50f,Some observational studies,"        6. inanimate and generic objects (e.g., ""a study"")"
169,a1915705-8dbf-47bb-8c25-fa5b019612b5,"( Michael Bruce , CDC , unpublished data )","        6. inanimate and generic objects (e.g., ""a study"")"
170,a36ebdc4-dc6a-4c99-9044-ed5065ab1895,Serologic studies in 2 dogs and virus isolation from the 3rd dog,"        6. inanimate and generic objects (e.g., ""a study"")"
171,9e8a40d3-5a7f-4b60-84fa-1e1f9cbea52d,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
172,9f39fdbe-c295-4bfe-8a82-3c88f6434af9,the media ’s hysterical storyline,"        6. inanimate and generic objects (e.g., ""a study"")"
173,9e87442c-8a9d-43c6-b241-d227cb2e127b,This case report,"        6. inanimate and generic objects (e.g., ""a study"")"
174,9fd44752-a8eb-488d-9b8a-0800eac75fc8,Durbin,"        1. named individuals (e.g., ""Donald Trump"")"
175,a2bbe965-833c-40a8-a7ef-b43a390b3c31,Vikari et al. ( 1979 .,"        6. inanimate and generic objects (e.g., ""a study"")"
176,a20bfedb-5974-4206-8e70-8fcffe14eb58,"[ 33 , section 113.6 ]","        6. inanimate and generic objects (e.g., ""a study"")"
177,a01f9e0a-e36f-4733-b852-7fbc81756417,researchers,"        5. collective roles (e..g., ""doctors"")"
178,a0cb56aa-caf8-4c3f-b56d-df75d970f793,The doctors,"        5. collective roles (e..g., ""doctors"")"
179,9e595552-2eaf-401e-99fa-eb7868c48b6e,a Brazilian team,"          4. collective expressions (e.g. ""some people"")"
180,9d08b234-ad54-4522-b657-2756b05e4996,At least one study,"        6. inanimate and generic objects (e.g., ""a study"")"
181,9f8f706c-e2ac-4f9d-b1f3-5e87b506464e,"( Michael Bruce , CDC , unpublished data )","        6. inanimate and generic objects (e.g., ""a study"")"
182,9a5acd68-db65-49aa-b1ea-b7ee920b7409,At least one study,"        6. inanimate and generic objects (e.g., ""a study"")"
183,9add4884-39bc-4203-bf82-ff16bc05ad66,Vikari et al. ( 1979 .,"        6. inanimate and generic objects (e.g., ""a study"")"
184,9c6c2e5c-527a-4d65-8828-012dc371c3f5,my kids,"        5. collective roles (e..g., ""doctors"")"
185,99ff1260-bd52-4ad7-a4d1-6006eacc0f75,"Conway et al. , 1993","        6. inanimate and generic objects (e.g., ""a study"")"
186,99c7fc29-6eca-4609-8b94-4f2a37d4aa55,"[ 33 , section 113.6 ]","        6. inanimate and generic objects (e.g., ""a study"")"
187,9adc40dd-a277-43db-9506-cbf7dc28a6ad,Most doctors I asked,"        5. collective roles (e..g., ""doctors"")"
188,9b2a0283-8584-41cd-9a9d-8b5a7008f02b,The researchers,"        5. collective roles (e..g., ""doctors"")"
189,96ab9a00-df17-45a9-9493-ba2617f48fd0,a Brazilian team,"          4. collective expressions (e.g. ""some people"")"
190,95ef721d-f1e7-4551-b0f2-f5fc83c4c0fa,Serologic studies in 2 dogs and virus isolation from the 3rd dog,"        6. inanimate and generic objects (e.g., ""a study"")"
191,9a7677d4-4611-43ef-b0b6-974d3c971986,one study,"        6. inanimate and generic objects (e.g., ""a study"")"
192,9607a0db-86ab-45db-a1a4-f5f88401ed64,Anyone vaccinated by their own occupational health service,"          4. collective expressions (e.g. ""some people"")"
193,9891e43c-4095-47a3-ad07-113f24204f50,CNBC,"        6. inanimate and generic objects (e.g., ""a study"")"
194,89e4e0e3-5c1d-412b-8c69-c53fd1f7323d,Beth Noelle,"        1. named individuals (e.g., ""Donald Trump"")"
195,999245c0-9fde-4ae2-85a7-d0874fc709b1,This case report,"        6. inanimate and generic objects (e.g., ""a study"")"
196,9a2fa210-843f-4896-b579-1f2637411946,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
197,8bfdd108-231a-40e0-a407-a9601c51b11e,Beth Noelle,"        1. named individuals (e.g., ""Donald Trump"")"
198,9322ab0f-77da-4403-ba25-18527a69911a,Research,"        6. inanimate and generic objects (e.g., ""a study"")"
199,8dfbc1fa-8196-436a-bb3e-c3cf1b3fb794,The doctors,"        5. collective roles (e..g., ""doctors"")"
200,8998d224-dcd3-493a-86e4-40befedbc5e8,the mainstream media who,"        6. inanimate and generic objects (e.g., ""a study"")"
201,9619b01a-36ce-4599-9fb5-2e2449213667,Beth Noelle,"        1. named individuals (e.g., ""Donald Trump"")"
202,89838996-9899-4667-b468-32f67f88dff9,The researchers,"        5. collective roles (e..g., ""doctors"")"
203,91f38b9d-ef48-4215-8707-a6a12649de9c,Priests throughout Kenya,"        5. collective roles (e..g., ""doctors"")"
204,902663f6-fc5c-45fe-ac7c-8c30943c9964,doctors,"        5. collective roles (e..g., ""doctors"")"
205,90e1f85d-2813-4248-8f50-0558628bc5c1,doctors,"        5. collective roles (e..g., ""doctors"")"
206,8e26f404-e6a4-42bf-b0cb-7abbdf1fba23,Anyone vaccinated by their own occupational health service,"          4. collective expressions (e.g. ""some people"")"
207,952d8a0f-3d09-4a79-bd78-21f885c90d39,anybody,"          4. collective expressions (e.g. ""some people"")"
208,90bed64e-b2d4-47e8-8156-6c070651de2d,no sound scientific evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
209,8af965ea-470b-4473-98ce-a98fc79b594b,no sound scientific evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
210,88e8b8ac-8e5d-4f3d-a690-dc792b44ec14,a Brazilian team,"          4. collective expressions (e.g. ""some people"")"
211,828540de-997b-469e-a219-404a27f524fa,The doctors,"        5. collective roles (e..g., ""doctors"")"
212,8b0f9234-a536-4289-9e8d-50e0d36c25cb,a Brazilian team,"          4. collective expressions (e.g. ""some people"")"
213,8d239d01-3feb-46dc-86f0-40e0ab9981b0,the media ’s hysterical storyline,"        6. inanimate and generic objects (e.g., ""a study"")"
214,8de47714-a136-463f-9b2c-ba4f10219d4d,"Conway et al. , 1993","        6. inanimate and generic objects (e.g., ""a study"")"
215,83f96ff5-4955-4291-ba2e-08277f15baf7,The researchers,"        5. collective roles (e..g., ""doctors"")"
216,88cd8a85-2f45-4ba5-94b8-da5b68544bcf,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
217,8393c930-55f6-4a9d-a60b-afe65298e63e,Durbin,"        1. named individuals (e.g., ""Donald Trump"")"
218,87610356-e4de-4631-b915-ef302334f79c,a controlled study published in BMJ in school age children,"        6. inanimate and generic objects (e.g., ""a study"")"
219,8a294dce-e551-4959-bcc5-a537d1966e9d,"[ 33 , section 113.6 ]","        6. inanimate and generic objects (e.g., ""a study"")"
220,66f3a1f8-9c2a-4912-87aa-59307e12791e,The doctors,"        5. collective roles (e..g., ""doctors"")"
221,87c06bed-0704-4d07-89f1-b5f9bed826b6,one study,"        6. inanimate and generic objects (e.g., ""a study"")"
222,7d5a4603-df00-4bcb-a09e-f29062c9f482,Most doctors I asked,"        5. collective roles (e..g., ""doctors"")"
223,7dd79c70-25dc-4b00-a72e-d18d098d1fe1,The esteemed Johns Hopkins Hospital,"        6. inanimate and generic objects (e.g., ""a study"")"
224,7367d980-dcb6-4b33-b072-6b2a7f189759,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
